Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT;70431630;b3S;I;2;;9;JUINA;MT;01/06/2013;269321;222942;0;0;0;40299;4521;0;0;0;0;0;0;0;1559;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;I;2;;9;CAMPO VERDE;MT;01/06/2013;269529;199358;0;0;0;24653;45016;0;0;0;0;0;0;12;491;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;I;2;;9;RODEIO BONITO;RS;01/06/2013;270969;126712;0;10;0;4869;137955;0;0;0;0;0;0;0;1423;0;;;;;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;I;2;;9;ITAJAI;SC;01/06/2013;273467;15502;37;20;0;0;257635;0;0;0;0;0;8;0;265;0;;;;;;;
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;I;2;;9;BELO HORIZONTE;MG;01/06/2013;291559;159173;0;0;0;0;131484;0;0;0;0;0;0;0;902;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;I;2;;9;SAO GABRIEL DA PALHA;ES;01/06/2013;292801;233208;706;0;0;0;58283;0;0;0;0;0;0;0;605;0;;;;;;;
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;I;2;;9;MARINGA;PR;01/06/2013;298707;99487;0;0;0;0;198524;0;0;0;0;0;0;0;696;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;01/06/2013;301571;273213;76;652;0;0;27320;0;0;0;0;0;0;0;310;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;I;2;;9;SANTA MARIA;RS;01/06/2013;303071;155112;0;0;0;17026;127525;0;0;0;0;0;1311;0;2097;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;01/06/2013;306777;263956;393;0;0;0;42010;0;0;0;0;0;0;0;418;0;;;;;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;I;2;;9;CUIABA;MT;01/06/2013;307049;306885;0;0;0;0;0;0;0;0;0;0;0;0;164;0;;;;;;;
BANCO TRICURY S.A.;57839805;b2;I;2;;8;SAO PAULO;SP;01/06/2013;314557;29451;0;0;0;0;273726;0;0;0;0;0;0;11380;0;0;;;;;;;
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DE SAÚDE E EMPRESÁRIOS LTDA;2398976;b3S;I;2;;9;LONDRINA;PR;01/06/2013;322476;180877;0;10953;0;0;130472;0;0;0;0;0;0;0;175;0;;;;;;;
INTERCAP;50476;b1;C;2;;199;SAO PAULO;SP;01/06/2013;330861;53637;0;0;0;0;242278;0;0;0;0;0;0;32062;2884;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;I;2;;9;CARLOS BARBOSA;RS;01/06/2013;331229;153323;0;0;0;10208;165771;0;0;0;0;0;0;0;1928;0;;;;;;;
BOFA MERRILL LYNCH;51255;b1;C;3;;199;SAO PAULO;SP;01/06/2013;332702;0;0;0;0;0;189980;0;0;0;0;0;0;142722;0;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;I;2;;9;PALOTINA;PR;01/06/2013;334214;302809;0;0;0;9896;19510;0;0;0;0;0;0;0;1999;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;I;2;;9;ERECHIM;RS;01/06/2013;339159;227494;0;59;0;11194;98677;0;0;0;0;0;0;0;1736;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;I;2;;9;GUARIBA;SP;01/06/2013;340082;302413;0;37648;0;0;0;0;0;0;0;0;0;0;22;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;01/06/2013;340185;256130;6877;0;0;0;76477;0;0;0;0;0;0;0;700;0;;;;;;;
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO/SC;78825270;b3S;I;2;;9;CHAPECO;SC;01/06/2013;345698;337107;2028;0;0;0;6133;0;0;0;0;0;0;0;429;0;;;;;;;
BANCO MODAL S.A.;30723886;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2013;368262;85846;0;0;0;0;281536;0;0;879;0;0;0;0;0;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO GAÚCHO - SICREDI PLANALTO GAÚCHO;88038260;b3S;I;2;;9;CRUZ ALTA;RS;01/06/2013;383011;284197;0;0;0;776;96588;0;0;0;0;0;48;5;1397;0;;;;;;;
BANCO LUSO BRASILEIRO S.A.;59118133;b1;I;2;;8;SAO PAULO;SP;01/06/2013;384264;203089;2591;0;0;0;128163;0;0;12433;0;0;36717;0;1270;0;;;;;;;
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;I;2;;9;JOAO PESSOA;PB;01/06/2013;390386;273183;0;0;0;0;116897;0;0;0;0;0;0;0;306;0;;;;;;;
BANCO YAMAHA MOTOR DO BRASIL S.A.;10371492;b2;I;3;;8;GUARULHOS;SP;01/06/2013;393642;392794;0;0;0;0;0;0;0;0;0;0;0;0;848;0;;;;;;;
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;I;1;;30;SALVADOR;BA;01/06/2013;400371;190451;0;207413;0;0;0;0;0;0;0;0;0;329;2178;0;;;;;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;I;2;;9;FLORIANOPOLIS;SC;01/06/2013;406654;50816;923;0;0;0;354562;0;0;0;0;0;0;0;353;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;I;2;;9;DOURADOS;MS;01/06/2013;414361;325927;0;0;0;6700;79735;0;0;0;0;0;0;0;1999;0;;;;;;;
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37395399;b3S;I;2;;9;GOIANIA;GO;01/06/2013;415829;415632;0;0;0;0;0;0;0;0;0;0;0;0;197;0;;;;;;;
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;I;2;;9;CAMPO MOURAO;PR;01/06/2013;430971;428830;83;0;0;0;0;0;0;0;0;0;1633;0;425;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;I;2;;9;LINHARES;ES;01/06/2013;441094;327272;2105;0;0;0;111310;0;0;0;0;0;0;0;407;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;I;2;;9;SORRISO;MT;01/06/2013;455584;317615;0;0;0;68779;67899;0;0;0;0;0;0;0;1292;0;;;;;;;
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;I;3;;8;BARUERI;SP;01/06/2013;476599;412491;0;0;0;0;30973;0;0;0;0;0;0;33124;12;0;;;;;;;
BANCO A.J. RENNER S.A.;92874270;b1;I;2;;8;PORTO ALEGRE;RS;01/06/2013;489944;488535;0;0;0;0;0;0;0;0;0;0;0;0;1409;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;I;2;;9;CERRO LARGO;RS;01/06/2013;492674;395353;0;0;0;25138;68289;0;0;0;0;0;31;0;3862;0;;;;;;;
COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES - SICOOB CREDICOONAI.;53923116;b3S;I;2;;9;RIBEIRAO PRETO;SP;01/06/2013;494399;491824;0;0;0;0;0;0;0;2166;0;0;0;0;409;0;;;;;;;
BANCO GUANABARA S.A.;31880826;b1;I;2;;8;RIO DE JANEIRO;RJ;01/06/2013;520878;296990;0;41236;0;0;182649;0;0;0;0;0;0;0;2;0;;;;;;;
RENDIMENTO;51468;b1;C;2;;199;SAO PAULO;SP;01/06/2013;539946;233332;0;17526;0;1685;235563;0;0;0;675;0;0;49779;1385;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;I;2;;9;NOVA PETROPOLIS;RS;01/06/2013;555824;202118;0;141;0;6032;342808;0;0;0;0;0;511;0;4215;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;I;2;;9;MEDIANEIRA;PR;01/06/2013;566929;447597;0;0;0;20960;94898;0;0;0;0;0;0;0;3474;0;;;;;;;
CAIXA GERAL;51815;b1;C;3;;199;SAO PAULO;SP;01/06/2013;570668;115968;0;7306;0;8921;426140;0;0;0;0;0;0;12307;26;0;;;;;;;
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;I;1;;30;SAO PAULO;SP;01/06/2013;660786;196676;0;67681;0;0;0;0;0;0;0;0;396428;0;1;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;I;2;;9;MARINGA;PR;01/06/2013;672074;524774;0;0;0;12630;130738;0;0;0;0;0;618;0;3314;0;;;;;;;
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;I;1;;30;FLORIANOPOLIS;SC;01/06/2013;678601;531339;1650;120037;0;5115;0;0;0;17115;0;0;3346;0;1;0;;;;;;;
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;I;1;;30;CURITIBA;PR;01/06/2013;679122;31585;0;646101;0;0;0;1272;0;0;0;0;0;0;164;0;;;;;;;
BMW;51420;n1;C;3;;197;SAO PAULO;SP;01/06/2013;693645;693581;0;0;0;0;0;0;0;0;0;0;0;0;63;0;;;;;;;
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;I;2;;14;VITORIA;ES;01/06/2013;695865;519571;0;0;0;0;0;0;0;0;0;0;0;0;176294;0;;;;;;;
CREDIT AGRICOLE;51066;b1;C;3;;199;SAO PAULO;SP;01/06/2013;702194;4018;0;0;0;0;254589;0;0;0;0;0;0;443587;0;0;;;;;;;
OMNI;50940;n1;C;2;;197;SAO PAULO;SP;01/06/2013;755574;640886;0;0;0;0;0;0;0;0;0;0;0;0;114688;0;;;;;;;
BANCO MONEO S.A.;7441209;b2;I;2;;8;CAXIAS DO SUL;RS;01/06/2013;787048;561327;0;225721;0;0;0;0;0;0;0;0;0;0;1;0;;;;;;;
ORIGINAL;51781;b1;C;2;;199;PORTO ALEGRE;RS;01/06/2013;872789;713254;0;0;0;0;143169;0;0;10915;0;0;0;0;5451;0;;;;;;;
BANCO INTERMEDIUM S/A;416968;b1;I;2;;8;BELO HORIZONTE;MG;01/06/2013;883724;599644;243330;0;0;0;0;0;0;0;0;0;0;0;40750;0;;;;;;;
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;I;2;;14;SAO PAULO;SP;01/06/2013;897229;790163;0;0;0;0;0;0;0;0;0;0;0;0;107065;0;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO NORTE DO MATO GROSSO - SICREDI CENTRO NORTE MT;26529420;b3S;I;2;;9;NOVA MUTUM;MT;01/06/2013;904360;491676;0;0;0;228790;181968;0;0;0;0;0;0;0;1926;0;;;;;;;
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;I;1;;5;VITORIA;ES;01/06/2013;920383;882898;19621;17425;0;252;0;0;0;0;0;0;0;0;187;0;;;;;;;
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;I;2;;9;BRASILIA;DF;01/06/2013;956313;49458;906278;0;0;0;0;0;0;0;0;0;0;0;577;0;;;;;;;
JP MORGAN CHASE;20107;b1;C;3;;199;SAO PAULO;SP;01/06/2013;982288;117711;0;0;567518;0;297059;0;0;0;0;0;0;0;0;0;;;;;;;
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;I;3;;8;SAO PAULO;SP;01/06/2013;986951;471083;0;196;20523;0;191861;0;0;0;0;0;0;303288;0;0;;;;;;;
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;I;2;;9;BLUMENAU;SC;01/06/2013;1045698;986931;51905;0;0;0;0;0;0;0;0;0;0;0;6862;0;;;;;;;
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;I;2;;25;BRASILIA;DF;01/06/2013;1065583;0;1064911;0;0;0;0;0;0;0;0;0;0;443;229;0;;;;;;;
BANCO FORD S.A.;90731688;b2;I;3;;8;SAO PAULO;SP;01/06/2013;1083086;2405;0;0;0;1080681;0;0;0;0;0;0;0;0;0;0;;;;;;;
BBM;30207;b1;C;2;;199;SALVADOR;BA;01/06/2013;1101463;40271;0;0;0;0;775749;0;56380;30323;0;0;0;180658;2072;16010;;;;;;;
BANIF;20255;b1;C;3;;199;SAO PAULO;SP;01/06/2013;1125945;513583;0;0;0;6847;521016;0;0;3213;0;0;0;78303;2983;0;;;;;;;
BANCO TRIANGULO S.A.;17351180;b1;I;2;;8;UBERLANDIA;MG;01/06/2013;1142611;812325;0;15182;0;0;115662;0;0;0;0;0;0;0;199442;0;;;;;;;
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;I;2;;14;SAO PAULO;SP;01/06/2013;1190736;316139;0;0;0;0;0;0;0;0;0;0;0;0;874597;0;;;;;;;
ING;51073;b1;C;3;;199;SAO PAULO;SP;01/06/2013;1192948;853193;0;0;0;0;339755;0;0;0;0;0;0;0;0;0;;;;;;;
INDUSTRIAL DO BRASIL;50988;b1;C;2;;199;SAO PAULO;SP;01/06/2013;1256524;701742;0;8224;0;2753;343830;0;0;0;0;0;0;183215;16761;0;;;;;;;
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;I;3;;19;BARUERI;SP;01/06/2013;1268016;452114;0;0;0;0;774772;0;0;0;0;0;0;41128;2;0;;;;;;;
BANCO CARGILL S.A.;3609817;b1;I;3;;8;SAO PAULO;SP;01/06/2013;1298156;370641;0;0;0;0;6061;0;0;0;0;0;0;921454;0;0;;;;;;;
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;I;2;;9;SERTAOZINHO;SP;01/06/2013;1324659;971308;3616;42428;0;3198;268677;0;0;26745;0;0;0;8458;229;0;;;;;;;
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;I;3;;8;SAO PAULO;SP;01/06/2013;1392847;840949;0;4;102908;0;448986;0;0;0;0;0;0;0;0;0;;;;;;;
RODOBENS;51736;b1;C;2;;199;SAO PAULO;SP;01/06/2013;1477568;1189520;0;172941;0;0;0;0;0;41668;0;0;0;73199;240;0;;;;;;;
PERNAMBUCANAS;40699;n1;C;2;;197;SAO PAULO;SP;01/06/2013;1540141;849401;0;0;0;0;0;0;0;0;0;0;0;0;690740;0;;;;;;;
PSA FINANCE;51365;b2;C;3;;198;SAO PAULO;SP;01/06/2013;1555866;1555551;0;0;0;0;0;0;0;0;0;0;0;0;316;0;;;;;;;
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;I;1;;8;ARACAJU;SE;01/06/2013;1627529;1193446;253944;14994;0;0;60481;0;0;3364;0;0;0;11801;89498;0;;;;;;;
SCANIA BANCO S.A.;11417016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;01/06/2013;1632540;1209245;0;423295;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
RURAL;31244;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;1734522;430176;0;0;0;0;893392;0;0;20354;0;0;0;57973;39908;292719;;;;;;;
SOFISA;31873;b1;C;2;;199;SAO PAULO;SP;01/06/2013;1749128;495436;0;2606;0;60;1089193;0;23579;8960;0;0;0;123242;6053;0;;;;;;;
BES;51482;b2;C;3;;198;SAO PAULO;SP;01/06/2013;1756025;140363;0;165085;0;0;1258263;0;0;13493;0;596;0;0;0;178225;;;;;;;
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;I;2;;9;BEBEDOURO;SP;01/06/2013;2042784;1780666;14067;0;0;0;247337;0;0;0;0;0;0;0;715;0;;;;;;;
BONSUCESSO;50706;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;2346948;2036733;0;0;0;29958;181502;180;0;0;0;0;0;0;98575;0;;;;;;;
BANCO IBM S.A.;34270520;b2;I;3;;8;RIO DE JANEIRO;RJ;01/06/2013;2356143;388822;0;0;0;0;1962557;0;0;0;0;0;0;4764;0;0;;;;;;;
BANCO DA AMAZONIA S.A.;4902979;b1;I;1;;2;BELEM;PA;01/06/2013;2368859;607728;325027;352190;0;764221;252520;8203;0;26659;0;0;22;28845;3445;0;;;;;;;
DEUTSCHE;51183;b1;C;3;;199;SAO PAULO;SP;01/06/2013;2388072;1594142;0;0;0;0;82738;0;42205;0;0;0;0;0;4;668984;;;;;;;
HONDA;51396;b2;C;3;;198;SAO PAULO;SP;01/06/2013;2448168;2439303;0;0;0;0;0;0;0;0;0;0;0;0;8865;0;;;;;;;
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;I;1;;8;BELEM;PA;01/06/2013;2523717;2509497;904;0;0;963;0;0;0;3742;0;0;0;0;8612;0;;;;;;;
INDUSVAL;50531;b1;C;2;;199;SAO PAULO;SP;01/06/2013;2584173;848225;96;93289;0;79146;1119086;2806;0;0;7382;0;0;305979;27;128138;;;;;;;
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2013;2601479;2532588;0;0;0;0;0;0;0;0;0;0;0;0;68891;0;;;;;;;
J.MALUCELLI;30881;b1;C;2;;199;CURITIBA;PR;01/06/2013;2614671;2178606;0;28006;0;0;337810;0;0;0;0;0;0;0;70248;0;;;;;;;
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2013;2833955;2149035;0;0;0;0;0;0;0;0;0;0;0;0;684920;0;;;;;;;
SOCIETE GENERALE;31859;b1;C;3;;199;SAO PAULO;SP;01/06/2013;3008076;2686894;0;0;0;77288;204579;0;0;0;0;0;0;0;39315;0;;;;;;;
TOYOTA;51334;b2;C;3;;198;SAO PAULO;SP;01/06/2013;3065503;3061959;0;0;0;0;3332;0;0;0;0;0;0;0;212;0;;;;;;;
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;I;1;;30;PORTO ALEGRE;RS;01/06/2013;3086197;1787835;32393;1135237;0;0;2199;81430;0;3502;0;0;0;43481;119;0;;;;;;;
BANCO VOLVO BRASIL S.A.;58017179;b2;I;3;;8;CURITIBA;PR;01/06/2013;3316825;2892597;0;424226;0;0;0;0;0;0;0;0;0;0;2;0;;;;;;;
BANCO CATERPILLAR S.A.;2658435;b2;I;3;;8;SAO PAULO;SP;01/06/2013;3317261;3041310;0;132056;0;9;121684;0;0;0;0;0;0;22203;0;0;;;;;;;
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;I;1;;5;BELO HORIZONTE;MG;01/06/2013;3332669;1189545;16457;1105821;0;147;86135;301222;37586;189133;336710;0;17021;52860;32;0;;;;;;;
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2013;3417187;2777538;2856;97728;539063;0;0;0;0;0;0;0;0;0;1;0;;;;;;;
BANESTES;30159;b1;C;1;;199;VITORIA;ES;01/06/2013;3812379;0;74158;32804;0;1055;787317;0;0;11407;0;0;0;2867857;37780;0;;;;;;;
BANCO CNH CAPITAL S.A.;2992446;b2;I;3;;8;CURITIBA;PR;01/06/2013;4381876;4356268;0;25603;0;0;0;0;0;0;0;0;0;0;5;0;;;;;;;
CREDIT SUISSE;30771;b1;C;3;;199;SAO PAULO;SP;01/06/2013;4507379;419307;10162;0;0;0;1140584;0;0;0;0;0;0;0;0;2937325;;;;;;;
PINE;50304;b1;C;2;;199;SAO PAULO;SP;01/06/2013;5382994;1117750;0;79597;0;10400;2798204;0;0;9276;218870;0;0;715207;1725;431963;;;;;;;
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2013;5397997;4981322;0;206345;0;189694;20631;0;0;0;0;0;0;0;6;0;;;;;;;
BANCO FIDIS S/A;62237425;b2;I;3;;8;BETIM;MG;01/06/2013;5517794;5140152;0;0;0;366040;11600;0;0;0;0;0;0;0;2;0;;;;;;;
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2013;5855764;4464013;0;0;0;788647;214978;0;0;0;0;0;0;34505;353621;0;;;;;;;
BANCOOB;51750;b1;C;2;;199;BRASILIA;DF;01/06/2013;6431756;5765861;57086;391165;0;0;149090;0;0;0;0;0;0;0;68555;0;;;;;;;
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2013;7133043;6471900;442412;33708;0;165189;0;0;0;9002;0;0;0;0;10832;0;;;;;;;
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2013;7492639;4315848;0;60845;0;4564;1570533;990408;140925;0;0;0;0;363276;44931;1309;;;;;;;
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2013;7851819;6345991;0;78532;0;0;1097384;0;0;0;22443;0;0;3954;4;303510;;;;;;;
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2013;7965532;5590800;0;520864;0;9306;1649915;0;0;0;0;0;0;163329;31319;0;;;;;;;
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2013;8498123;8494979;0;0;0;0;0;0;0;0;0;0;0;0;3144;0;;;;;;;
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;I;1;;5;PORTO ALEGRE;RS;01/06/2013;8599204;6057167;3021;1986037;0;0;0;0;0;404763;5730;0;1977;139733;776;0;;;;;;;
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2013;8822146;7489578;0;99823;0;857822;367218;0;0;0;0;0;0;0;7706;0;;;;;;;
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/06/2013;8977278;4462496;0;11715;0;522193;1696560;0;0;0;0;0;0;189;371578;1912546;;;;;;;
ABC-BRASIL;41856;b1;C;3;;199;SAO PAULO;SP;01/06/2013;9201198;3132867;474;367397;0;0;3135839;21112;0;26795;44279;0;0;682593;19;1789823;;;;;;;
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;9257513;6246435;94371;1043;0;220164;2466282;0;0;0;0;0;0;37;229182;0;;;;;;;
MERCEDES-BENZ;51262;b2;C;3;;198;SAO PAULO;SP;01/06/2013;9550099;7025190;0;2524437;0;0;457;0;0;0;0;0;0;0;16;0;;;;;;;
BIC;32119;b1;C;2;;199;SAO PAULO;SP;01/06/2013;11434708;2152440;18743;2981;0;0;7311177;0;1371282;21248;0;0;0;0;17616;539221;;;;;;;
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2013;11495931;6515103;77015;1413849;0;1463571;112502;0;17;1831490;0;0;42217;0;40167;0;;;;;;;
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/06/2013;13378847;2011199;0;694909;0;0;3986547;0;0;1754055;677687;0;0;0;0;4254449;;;;;;;
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2013;13886207;11931557;999534;0;0;0;78338;0;0;250806;0;0;0;396150;229822;0;;;;;;;
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2013;22024100;16229489;0;2965819;0;0;2814239;0;0;0;0;0;0;0;14554;0;;;;;;;
BMG;30290;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;22183787;20836500;0;0;0;0;773610;0;3972;0;0;0;0;0;569705;0;;;;;;;
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2013;22588745;18564605;464662;245551;0;45854;2514787;0;0;0;0;0;0;0;753286;0;;;;;;;
