cat;Categoria;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_NÃ£o_Consignado_Vencido_15d;PF_NÃ£o_Consignado_Vencer_90d;PF_NÃ£o_Consignado_Vencer_91-360d;PF_NÃ£o_Consignado_Vencer_361-1080d;PF_NÃ£o_Consignado_Vencer_1081-1800d;PF_NÃ£o_Consignado_Vencer_1801-5400d;PF_NÃ£o_Consignado_Vencer_acima_5400d;PF_NÃ£o_Consignado_TOTAL;PF_VeÃ­culos_Vencido_15d;PF_VeÃ­culos_Vencer_90d;PF_VeÃ­culos_Vencer_91-360d;PF_VeÃ­culos_Vencer_361-1080d;PF_VeÃ­culos_Vencer_1081-1800d;PF_VeÃ­culos_Vencer_1801-5400d;PF_VeÃ­culos_Vencer_acima_5400d;PF_VeÃ­culos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_CartÃ£o_Vencido_15d;PF_CartÃ£o_Vencer_90d;PF_CartÃ£o_Vencer_91-360d;PF_CartÃ£o_Vencer_361-1080d;PF_CartÃ£o_Vencer_1081-1800d;PF_CartÃ£o_Vencer_1801-5400d;PF_CartÃ£o_Vencer_acima_5400d;PF_CartÃ£o_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Micro;Pequena;MÃ©dia;Grande;Total nÃ£o Individualizado Pessoa JurÃ­dica;Total Exterior Pessoa JurÃ­dica;Qt_OperaÃ§Ãµes
b3S;b3S - Cooperativa de CrÃ©dito Singulares;set/20;105540868;45250;762702;2113798;4053959;2438628;2331118;322;11745777;380317;4056855;9801484;11352100;3475911;1506921;19285;30592872;24266;578345;1650242;2869292;642196;7238;0;5771578;140;14963;48470;114589;90258;219946;28728;517094;140295;2003610;632471;1059;0;0;0;2777435;160150;4845155;21550352;8743215;3042698;1763115;0;40104685;473374;2942689;4371711;3451892;1524962;1258369;8428;14031427;0;361057;4316467;10475019;13266972;3906855;1518741;4531;33849643;28957;789999;2337474;3868091;1415857;510232;696;8951306;204229;2278579;2533882;146522;3922;20616;99;5187849;156632;4294198;463842;866;433;0;0;4915971;0;0;0;0;0;0;0;0;226610;1022707;1660873;1940813;949136;710697;6413;6517247;2098;34083;73203;130945;67211;5613;0;313153;5820;297983;461905;241349;52544;21908;0;1081510;0;0;0;0;0;0;0;0;14792970;31808219;23460144;4418055;1000;0;10635931
b3C;b3C - Central e ConfederaÃ§Ã£o de Cooperativas de CrÃ©dito;set/20;4883;0;0;0;0;0;0;0;0;14;37;1228;3138;45;18;0;4481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;78;0;0;0;0;0;393;2;7;0;0;0;0;0;10;0;20132;321149;506066;212296;44742;680;0;1105064;0;738;2014;6818;2849;256;0;12676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;7309;24167;56269;12580;1718;164;102233;0;3478;27011;19226;0;0;0;49715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41776;27427;1099632;22248;0;0;383
b4;b4 - Banco de Desenvolvimento;set/20;3609645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31910;253147;573557;1453889;687906;520335;30;3520773;595;5612;14858;29401;18416;19990;0;88871;0;6722;49149;115454;315968;88258;8418;100108;684079;4549;56936;194639;336316;142336;53199;709;788684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4370;19461;77079;91890;21083;953;0;214835;1467986;8874611;22190820;52290177;37447825;117971551;30313399;270556369;1937;425807;952858;1839218;1223711;1661471;26;6105028;0;0;0;0;0;0;0;0;399359;2989841;8769513;274298600;0;0;113648
n1;n1 - NÃ£o BancÃ¡rio de CrÃ©dito;set/20;28010409;34119;193371;444616;578465;224650;86084;3;1561308;761807;1128953;1269882;216434;12196;20972;4628;3414871;35574;354627;934931;1477164;167989;296;0;2970580;59753;75215;167687;344112;259317;747276;324765;1978125;2597932;9189507;4459500;300124;27379;2;0;16574445;6389;65059;168802;391039;197365;198192;0;1026845;54653;129207;147470;81666;25574;39708;5956;484234;0;54334;216516;415245;445199;84196;26858;350;1242698;40697;724723;1536935;2419303;826101;291180;1151;5840089;1201;4053;19869;0;0;0;0;25123;10232;84963;470800;8840;6316;12191;47;593389;0;0;0;0;0;0;0;0;6104;27245;21498;29612;10511;2336;0;97305;20507;131025;391923;856166;386814;329123;588;2116145;515;11926;19148;84548;21315;19940;0;157392;0;13;35;45467;100;106;0;45721;1099687;1819364;5571702;2409521;239;0;45323985
n2;n2 - NÃ£o BancÃ¡rio de Mercado de Capitais;set/20;12866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12866;12866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;55;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;0;0;0;0;0;249
n4;n4 - InstituiÃ§Ãµes de Pagamento;set/20;13352196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18698;9203947;2445719;191544;0;0;0;11859908;0;0;0;0;0;0;0;0;792946;453704;240073;5566;0;0;0;1492288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;39290622
C;C - Conglomerado;set/20;1382527631;2355330;23512483;65383444;121539381;68285423;43186148;3559890;327822099;3564114;15226447;29280212;33667145;11155960;4439705;410588;97744172;2353581;22913851;58086057;84539137;13271471;48549;107893;181320539;170905;5158755;14605502;33892276;27211931;77719385;40002522;198761276;14575658;134461155;52422124;6064030;1062121;250392;198518;209033998;1916932;18378489;62875135;57079268;29318503;25170065;295388;195033778;5307396;20873385;22465414;24382494;9606864;6100501;422239;89158294;83653474;2727194;39075483;78330808;81922528;16868974;5411742;754033;225090761;636614;9255414;22300709;37542420;16873331;34209653;1267611;122085753;1955861;27852413;5279600;1381363;2179334;838537;268520;39755628;647521;80409581;29243695;1880195;594459;34298;420436;113230186;902208;47311133;76484395;34460950;33357375;6655185;14925;199186171;6865431;17497648;22072477;15925014;7183518;7172987;2676061;79393136;573984;6767660;14532245;26186727;13150230;23897402;6495927;91604175;87979;5038941;14699657;5104828;1874989;2034031;18;28840443;1064113;932787;3025694;4669292;905071;108785;65045;10770788;42795455;153960791;288080551;526211564;40626;464582137;287638439
I;I - InstituiÃ§Ã£o independente;set/20;824825856;2563333;6396343;17055863;30826719;16595776;13540659;435;86979129;1987837;6937265;14463301;15137916;4003669;1623010;67693;44220690;316223;3720563;9660861;13907491;2235512;12963;20;29853634;699920;12957786;37772813;87589853;71468878;200616726;80783806;491889781;5142520;29222778;10673962;1053579;23938;23671;1;46140449;587583;8296115;31578544;23276241;10843234;6531452;8299;81121468;3148641;11313295;14306128;9513235;3846768;2423136;69503;44620705;0;2044031;11881452;24380952;30868663;8550180;2244430;136712;80106420;202253;3977158;9674378;15416638;5047239;977928;2620;35298214;448641;2892265;3846369;154631;3922;20616;99;7366543;243945;11922091;7976750;261214;34439;41503;47;20479989;210792;6826531;9816515;4813627;1008518;71705;0;22747689;1807180;3343216;3443560;3770993;1676198;1211682;100201;15353029;2075919;16042891;34778063;76116695;53111562;155497693;37821969;375444791;47257;1250969;4326840;3122033;1705320;1933186;46;12385651;235198;1186346;2722970;3297713;149602;124395;6037;7722260;35761175;71920661;104114240;412953116;1280;704758;139786412
1;1 - PÃºblico;set/20;1029537922;2789508;11632835;32348577;64908489;40557879;32697120;3557650;188492057;1269522;5240789;12145800;15540711;6439375;3460216;436814;44533226;59959;523274;1295107;1959686;450256;158;103731;4392171;697749;13362874;39054868;91147513;75070507;219422994;102827292;541583797;2709525;29464438;7521059;485019;24121;23671;193691;40421524;1994652;16564579;57096302;51829731;27572158;24289923;299052;179646396;2118700;7423515;7111293;4191928;2330360;2554875;220996;25951667;4517085;2337923;8878559;27651929;34858498;8111015;1910737;507225;84255886;383290;2545078;6279953;15087813;11056174;30776081;292592;66420981;422634;3004010;1865000;375722;967741;0;11796;6646902;147039;5083008;1600300;297468;14;0;5;7127833;564665;10203604;19021016;7223737;8830126;110744;0;45953892;3239242;6746554;6315216;5886261;3082566;4311933;917954;30499726;2310989;17792160;37384181;81885215;58533617;169453003;42302931;409662096;90508;2129131;5709125;5248191;2393417;3061807;26;18632206;824059;1302076;3726440;4290257;280637;136702;68608;10628779;23239358;69175716;112442955;528240787;536;25954333;78953015
2;2 - Privado Nacional;set/20;868166681;1269046;14184505;38827298;67614733;33840181;17035828;955;172772545;3643362;15300147;27875640;26118305;6687723;2122077;24455;81771708;1723178;16010379;40589595;58618208;8542344;28074;35;125511813;139203;3485578;9675959;21985861;17114356;42868487;12899496;108168939;13262706;102113062;43185267;4960978;775026;108752;4789;164410581;284702;7622760;28972642;18639242;7257273;5290939;1493;68069051;4659372;17821234;19178875;19859694;6230110;3211008;141068;71101360;76360684;1922271;30564865;59866146;63986330;13734430;4525445;104852;174704339;267189;6022827;13974176;19821017;5411551;1117287;21104;46635151;1683650;22551257;5249622;972595;1146394;778359;99;32381976;562053;53171254;15659533;1046852;556682;17072;414142;71427587;276432;23749107;32199849;18891011;17281628;6242371;14925;98655323;4091835;10447218;13286660;9692105;4501842;3610782;1572016;47202458;141960;3423962;7820310;13993714;5803662;9239775;1915564;42338947;22417;2646835;7186746;1725057;621046;586240;38;12788379;400054;607087;1452927;3295959;748858;67727;2474;6575085;49835038;128688947;211305037;284188773;3246;363489456;298907263
3;3 - Privado com Controle Estrangeiro;set/20;309648883;860109;4091486;11263432;19842879;10483139;6993860;1721;53536625;639067;1622776;3722074;7146046;2032532;480423;17012;15659929;886667;10100762;25862216;37868734;6514382;33280;4148;81270189;33873;1268089;3647488;8348755;6495945;16044630;5059540;40898321;3745947;32106434;12389760;1671612;286912;141640;39;50342343;225160;2487265;8384734;9886535;5332307;2120655;3142;28439799;1677965;6941931;10481374;9844107;4893162;2757755;129678;36725972;2775705;511031;11513511;15193685;13946364;3573709;1219990;278667;46236957;188387;4664667;11720959;18050228;5452845;3294214;956535;44327834;298218;5189411;2011347;187677;69121;80794;256725;8093292;182374;34077410;19960612;797090;72202;58730;6336;55154754;271904;20184953;35080044;13159830;8254139;373775;0;77324645;1341535;3647091;5914161;4117641;1275308;461954;286292;17043982;196954;1594427;4105818;6424494;1924513;702317;99401;15047923;22311;1513945;6130626;1253613;565846;319170;0;9805510;75199;209970;569298;380789;25178;28750;0;1289184;14696932;45263952;95158995;150107422;2098;51375476;74411578
b1;b1 - Banco Comercial, Banco MÃºltiplo com Carteira Comercial ou Caixa EconÃ´mica;set/20;2008035312;4835448;28922944;79798782;147594622;82153665;54272743;3560000;401138205;4346283;16882718;32477063;37035965;11617695;4530544;454367;107344635;2348939;22326984;56546104;82257408;13100448;49460;107913;176737256;809560;18018736;52142176;120985228;98306630;277332127;120431041;688025498;15435728;136785694;52603338;6112240;1058650;274061;198519;212468229;2243816;21211565;69665025;65726156;33944335;28536239;303657;221630794;7130401;28496995;31885966;30165275;11788171;7106260;464154;117037221;83653474;4302286;43792518;89838840;97912930;21132225;6057267;785755;263821821;695225;8996611;21357565;35221301;15581749;34232008;1267655;117352114;2199072;28462046;6572218;1389472;2179334;838537;268520;41909199;637609;81935800;28762176;2025104;594459;34298;420436;114409882;1113000;54074198;85937428;39274578;34365893;6726890;14925;221506911;8412566;19463720;23568724;17434299;7816298;7653894;2760743;87110245;1085963;12648968;23768292;44562917;27226511;60961479;13904523;184158653;126808;5485556;17532597;5878746;2154286;2215836;38;33393867;1299311;2119120;5748629;7921539;1054572;233074;71082;18447327;67078503;192686559;343080883;675114609;5372;440715162;331080860
b2;b2 - Banco MÃºltiplo sem Carteira Comercial ou Banco de Investimento ou Banco de CÃ¢mbio;set/20;48787308;3846;29808;82110;139054;64256;36863;0;355938;63531;95149;193856;197423;53783;4260;1;608004;261026;3374459;8615641;11842763;1596350;4519;0;25694759;1373;7627;19982;38201;24604;36760;1794;130340;1525524;6501175;2955059;512641;29;0;0;11494429;61934;299601;2495943;4041210;2289432;683636;0;9871756;4065;158468;111464;161929;96509;99310;338;632083;0;26694;2261136;1361136;637825;162878;44207;0;4493876;69438;2663565;6546460;11107229;3951679;100706;20;24439098;0;0;0;0;0;0;0;0;86994;6016711;7523627;106599;27690;29311;0;13790933;0;63467;363482;0;0;0;0;426948;22936;300395;163698;143124;50108;15072;8887;704218;73348;1118385;2859060;4443991;1133431;127329;99387;9854931;156;68637;59989;183001;128453;48061;0;488298;0;0;0;0;0;0;0;0;5751596;10596207;26177644;11944931;3;104103;12064052
b3S;b3S - Cooperativa de CrÃ©dito Singulares;set/20;105540868;45250;762702;2113798;4053959;2438628;2331118;322;11745777;380317;4056855;9801484;11352100;3475911;1506921;19285;30592872;24266;578345;1650242;2869292;642196;7238;0;5771578;140;14963;48470;114589;90258;219946;28728;517094;140295;2003610;632471;1059;0;0;0;2777435;160150;4845155;21550352;8743215;3042698;1763115;0;40104685;473374;2942689;4371711;3451892;1524962;1258369;8428;14031427;0;361057;4316467;10475019;13266972;3906855;1518741;4531;33849643;28957;789999;2337474;3868091;1415857;510232;696;8951306;204229;2278579;2533882;146522;3922;20616;99;5187849;156632;4294198;463842;866;433;0;0;4915971;0;0;0;0;0;0;0;0;226610;1022707;1660873;1940813;949136;710697;6413;6517247;2098;34083;73203;130945;67211;5613;0;313153;5820;297983;461905;241349;52544;21908;0;1081510;0;0;0;0;0;0;0;0;13022983;34637352;29166498;4814675;258;0;10877906
b3C;b3C - Central e ConfederaÃ§Ã£o de Cooperativas de CrÃ©dito;set/20;4883;0;0;0;0;0;0;0;0;14;37;1228;3138;45;18;0;4481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;78;0;0;0;0;0;393;2;7;0;0;0;0;0;10;0;20132;321149;506066;212296;44742;680;0;1105064;0;738;2014;6818;2849;256;0;12676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;7309;24167;56269;12580;1718;164;102233;0;3478;27011;19226;0;0;0;49715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80386;27588;1454324;35574;0;0;401
b4;b4 - Banco de Desenvolvimento;set/20;3609645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31910;253147;573557;1453889;687906;520335;30;3520773;595;5612;14858;29401;18416;19990;0;88871;0;6722;49149;115454;315968;88258;8418;100108;684079;4549;56936;194639;336316;142336;53199;709;788684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4370;19461;77079;91890;21083;953;0;214835;1467986;8874611;22190820;52290177;37447825;117971551;30313399;270556369;1937;425807;952858;1839218;1223711;1661471;26;6105028;0;0;0;0;0;0;0;0;499352;2720972;13350679;268107719;1;0;112737
n1;n1 - NÃ£o BancÃ¡rio de CrÃ©dito;set/20;28010409;34119;193371;444616;578465;224650;86084;3;1561308;761807;1128953;1269882;216434;12196;20972;4628;3414871;35574;354627;934931;1477164;167989;296;0;2970580;59753;75215;167687;344112;259317;747276;324765;1978125;2597932;9189507;4459500;300124;27379;2;0;16574445;6389;65059;168802;391039;197365;198192;0;1026845;54653;129207;147470;81666;25574;39708;5956;484234;0;54334;216516;415245;445199;84196;26858;350;1242698;40697;724723;1536935;2419303;826101;291180;1151;5840089;1201;4053;19869;0;0;0;0;25123;10232;84963;470800;8840;6316;12191;47;593389;0;0;0;0;0;0;0;0;6104;27245;21498;29612;10511;2336;0;97305;20507;131025;391923;856166;386814;329123;588;2116145;515;11926;19148;84548;21315;19940;0;157392;0;13;35;45467;100;106;0;45721;1338296;2459939;5676960;2519432;246;0;50830391
n2;n2 - NÃ£o BancÃ¡rio de Mercado de Capitais;set/20;12866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12866;12866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;55;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;206
n4;n4 - InstituiÃ§Ãµes de Pagamento;set/20;13352196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18698;9203947;2445719;191544;0;0;0;11859908;0;0;0;0;0;0;0;0;792946;453704;240073;5566;0;0;0;1492288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;47305303
C;C - Conglomerado;set/20;1382527631;2355330;23512483;65383444;121539381;68285423;43186148;3559890;327822099;3564114;15226447;29280212;33667145;11155960;4439705;410588;97744172;2353581;22913851;58086057;84539137;13271471;48549;107893;181320539;170905;5158755;14605502;33892276;27211931;77719385;40002522;198761276;14575658;134461155;52422124;6064030;1062121;250392;198518;209033998;1916932;18378489;62875135;57079268;29318503;25170065;295388;195033778;5307396;20873385;22465414;24382494;9606864;6100501;422239;89158294;83653474;2727194;39075483;78330808;81922528;16868974;5411742;754033;225090761;636614;9255414;22300709;37542420;16873331;34209653;1267611;122085753;1955861;27852413;5279600;1381363;2179334;838537;268520;39755628;647521;80409581;29243695;1880195;594459;34298;420436;113230186;902208;47311133;76484395;34460950;33357375;6655185;14925;199186171;6865431;17497648;22072477;15925014;7183518;7172987;2676061;79393136;573984;6767660;14532245;26186727;13150230;23897402;6495927;91604175;87979;5038941;14699657;5104828;1874989;2034031;18;28840443;1064113;932787;3025694;4669292;905071;108785;65045;10770788;49960339;161886489;300315633;555193928;5381;440582933;298476147
I;I - InstituiÃ§Ã£o independente;set/20;824825856;2563333;6396343;17055863;30826719;16595776;13540659;435;86979129;1987837;6937265;14463301;15137916;4003669;1623010;67693;44220690;316223;3720563;9660861;13907491;2235512;12963;20;29853634;699920;12957786;37772813;87589853;71468878;200616726;80783806;491889781;5142520;29222778;10673962;1053579;23938;23671;1;46140449;587583;8296115;31578544;23276241;10843234;6531452;8299;81121468;3148641;11313295;14306128;9513235;3846768;2423136;69503;44620705;0;2044031;11881452;24380952;30868663;8550180;2244430;136712;80106420;202253;3977158;9674378;15416638;5047239;977928;2620;35298214;448641;2892265;3846369;154631;3922;20616;99;7366543;243945;11922091;7976750;261214;34439;41503;47;20479989;210792;6826531;9816515;4813627;1008518;71705;0;22747689;1807180;3343216;3443560;3770993;1676198;1211682;100201;15353029;2075919;16042891;34778063;76116695;53111562;155497693;37821969;375444791;47257;1250969;4326840;3122033;1705320;1933186;46;12385651;235198;1186346;2722970;3297713;149602;124395;6037;7722260;37810989;81242127;118591354;407343054;499;236332;153795709
1;1 - PÃºblico;mar/21;1088952836;2044586;12141430;33941243;68945417;44637039;36862719;2681970;201254405;1490260;5487719;14628500;17955929;6942653;3678302;415204;50598567;36779;505446;1334993;2073820;492967;310;100427;4544743;949049;14604090;40127576;93845649;77640606;228634377;105927809;561729156;2679977;31987508;8185352;515452;26209;25098;200202;43619799;1489739;21159008;61093190;55393922;29597147;26212252;317978;195263237;1886160;7885112;8028161;4256783;2378340;2834242;243562;27512359;4430569;2261974;15831560;43336800;71593285;13395173;2438238;432758;149289788;108702;2705852;7679578;16924142;12780122;30006798;542827;70748020;338004;1723741;1389679;30822;0;0;8303;3490549;217065;5616486;2279437;301604;0;0;3;8414595;561118;9105626;14045087;11622414;4628424;183017;0;40145686;2120043;4817066;8887665;4395106;2767018;4663081;756174;28406152;327894;16279490;39406535;83494919;63882323;181240657;42856498;427488317;52518;1844284;5661477;4092001;2037736;2793070;0;16481086;160300;1187642;3202228;3922186;248982;105178;6707;8833224;25523324;71893771;112752680;532993332;478;26532697;81491197
2;2 - Privado Nacional;mar/21;983043191;1303842;15808744;42333192;75816152;39165472;21825937;1294;196254633;2883626;17847984;33328031;32454241;9157842;3412834;52478;99137036;1766819;17265986;43609919;63699266;10251957;30580;120;136624647;163970;3892488;10922470;24979619;19813791;51971316;17929254;129672908;11809991;113738189;50270387;5828887;754302;114411;45;182516212;229263;13889321;26827697;21437610;9148070;6615574;0;78147534;4356686;19090716;17415973;19790779;6836619;3478403;116391;71085567;89604653;1591926;46638012;95308439;138576210;31846704;7906164;833030;322700486;259772;7245121;17684834;25486531;7104828;1280107;41708;59102901;885443;14851776;4305856;253147;1766338;640764;182;22703506;298397;62411322;19251901;1558908;165207;14040;2523289;86223064;192928;25762109;30444802;19272772;11310147;8711199;5950;95699907;2088773;12875856;16352235;11341617;3631171;2366159;702413;49358224;103966;3709380;9891592;18133434;6133123;8758215;1648748;48378458;6800;2726895;7164031;1718663;671948;630741;0;12919078;95945;722487;1550218;2689439;398066;53964;2291;5512410;54243833;129692535;216247178;286843520;3641;389963066;309995499
3;3 - Privado com Controle Estrangeiro;mar/21;332851545;871993;4237010;11383208;20397569;11009256;7565257;1694;55465986;580783;1963418;4866524;8467932;2107256;573863;16441;18576217;879705;10375451;26743374;39852429;7069903;28138;4307;84953308;39548;1375485;4017344;9175123;7246170;18422380;6198473;46474523;3495852;33073726;14940193;1692244;273370;132073;42;53607500;165173;5638827;6055486;10856246;6334225;2674378;2847;31727180;1762977;9062063;10245701;9897465;4874966;2948949;132003;38924123;3122707;545920;15015549;25988054;33833321;8517322;1322074;24556;85246795;188265;5213768;13613275;23643558;6644522;3171101;971438;53445927;212279;3240325;1876970;174516;71108;76506;156350;5808055;99561;40295346;16340293;877882;105678;67667;8638;57795065;499182;17632941;32801118;11099882;5137913;156642;0;67327678;1302771;4586206;5272627;4859990;1398130;3224703;34041;20678468;139984;1775647;4303513;6917127;1886093;422487;94906;15539757;40092;1993433;4502376;1185622;479113;312607;460;8513702;65705;65303;245509;417030;4065;26318;0;823930;14536016;46653976;96318152;152915092;2107;60754793;76257474
b1;b1 - Banco Comercial, Banco MÃºltiplo com Carteira Comercial ou Caixa EconÃ´mica;mar/21;2175868698;4140782;31140302;84778144;159762522;91644834;63293506;2684384;437444474;4027581;18269524;39086196;44768069;13813294;5568935;432517;125966114;2413617;23665660;60045766;88203138;14954782;44521;104769;189432252;1112207;19779714;54814483;127448603;104271894;297869816;129652007;734948723;13873033;146618481;61038237;6985809;1026601;271581;200289;230014030;1709454;27394643;73706232;70193675;37077960;31146784;320825;241549572;7117781;31589055;31105027;29697380;12003320;7385180;457859;119355602;97157930;4047920;70280758;145813305;216185520;46047349;8939735;1152530;492467117;435912;9953374;25138206;41199995;18136807;32752203;1542070;129158566;1279446;18000226;5367641;308180;1833576;707974;164653;27661695;477970;96642760;33611665;2589755;214487;31908;2531800;136100345;1253229;52496002;77277674;41912290;21051484;9050858;5950;203047487;5312636;20559722;27566516;17299019;6138350;9124958;1487863;87489065;350938;12933937;28200216;51593889;27039588;63076970;12662490;195858027;95430;5960998;15355142;4566677;1904501;2097769;460;29980976;321950;1975426;4934612;7017629;651066;185421;8998;15095102;72761048;195628805;347650521;684108396;5686;477134428;343195950
